threshold,precision,recall,f1,true_negatives,false_positives,false_negatives,true_positives,business_cost
0.8599999999999999,0.8688524590163934,0.03545150501672241,0.06812339331619537,4131,8,1442,53,721400.0
0.8699999999999999,0.875,0.028093645484949834,0.05443940375891121,4133,6,1453,42,726800.0
0.8799999999999999,0.8285714285714286,0.01939799331103679,0.03790849673202614,4133,6,1466,29,733300.0
0.8899999999999999,0.8095238095238095,0.01137123745819398,0.022427440633245383,4135,4,1478,17,739200.0
0.8999999999999999,0.8571428571428571,0.008026755852842809,0.015904572564612324,4137,2,1483,12,741600.0
0.9099999999999999,1.0,0.006688963210702341,0.013289036544850499,4139,0,1485,10,742500.0
0.9199999999999999,1.0,0.0026755852842809363,0.00533689126084056,4139,0,1491,4,745500.0
0.9299999999999999,1.0,0.0026755852842809363,0.00533689126084056,4139,0,1491,4,745500.0
0.94,1.0,0.0006688963210702341,0.001336898395721925,4139,0,1494,1,747000.0
0.95,0.0,0.0,0.0,4139,0,1495,0,747500.0
